City,Census URL,County,State,Type,"American Indian- and Alaska Native-owned firms, percent, 2007  ","Persons per household, 2008-2012  ","Foreign born persons, percent, 2008-2012  ","Persons under 18 years, percent, 2010  ","Black or African American alone, percent, 2010 (a)  ","Median value of owner-occupied housing units, 2008-2012  ","Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007  ","Housing units in multi-unit structures, percent, 2008-2012  ","Households, 2008-2012  ","White alone, percent, 2010 (a)  ","Veterans, 2008-2012  ","High school graduate or higher, percent of persons age 25+, 2008-2012  ","Hispanic-owned firms, percent, 2007  ","Population, 2010  ",FIPS Code  ,"Total number of firms, 2007  ","Persons below poverty level, percent, 2008-2012  ","Persons under 5 years, percent, 2010  ","Two or More Races, percent, 2010  ","Persons 65 years and over, percent,  2010  ","Manufacturers shipments, 2007 ($1000)  ","Population, percent change, April 1, 2010 to July 1, 2012  ","Persons per square mile, 2010  ","Merchant wholesaler sales, 2007 ($1000)  ","Women-owned firms, percent, 2007  ","Asian-owned firms, percent, 2007  ","Homeownership rate, 2008-2012  ","Retail sales, 2007 ($1000)  ","Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)  ","Black-owned firms, percent, 2007  ","Living in same house 1 year & over, percent, 2008-2012  ","Housing units, 2010  ","Population, percent change, April 1, 2010 to July 1, 2013  ","Hispanic or Latino, percent, 2010 (b)  ","Retail sales per capita, 2007  ","American Indian and Alaska Native alone, percent, 2010 (a)  ","Language other than English spoken at home, pct age 5+, 2008-2012  ","Population, 2012 estimate  ","Population, 2013 estimate  ","Per capita money income in past 12 months (2012 dollars), 2008-2012  ","Asian alone, percent, 2010 (a)  ","Bachelor's degree or higher, percent of persons age 25+, 2008-2012  ","Mean travel time to work (minutes), workers age 16+, 2008-2012  ","White alone, not Hispanic or Latino, percent, 2010  ","Median household income, 2008-2012  ","Female persons, percent, 2010  ","Population, 2010 (April 1) estimates base  ","Accommodation and food services sales, 2007 ($1000)  ","Land area in square miles, 2010  "
Hawkinsville ,http://quickfacts.census.gov/qfd/states/13/1337396.html,Pulaski County,Georgia,city,F,2.3,1.3,18.4,46.9,102400,F,16.1,1613,50.4,352,77.2,F,4589,37396,F,19.8,5.3,1.2,14.5,0,-2,911.2,0,F,F,55.2,0,Z,F,87.6,1629,-2.8,1.8,NA,0.2,3.2,5609,5558,12961,0.9,7.6,25.1,49.3,29406,65.6,5721,0,5.04
Abingdon ,http://quickfacts.census.gov/qfd/states/51/5100148.html,Washington County,Virginia,town,F,2.15,2.8,17.5,3.1,187800,F,38.1,3688,93.8,754,83.3,F,8191,148,1504,20.7,5,1,20.5,73824,Z,1015.6,223059,25.5,F,51.9,264237,0.1,F,82.3,4271,0.2,2.6,33342,0.2,6.5,8189,8206,27152,1,34.5,17.2,92.1,39113,53.1,8191,48285,8.07
Fair Oaks ,http://quickfacts.census.gov/qfd/states/13/1328520.html,Cobb County,Georgia,CDP,F,2.93,36.7,30.8,22.1,91200,F,43.8,2726,49.9,226,63,S,8225,28520,506,31.6,11.9,4.3,4.6,0,X,4177.2,27112,S,F,32.2,85743,0.1,S,66.6,3475,X,52.7,NA,0.9,52,X,X,13450,0.6,8.8,31,23.8,29720,45.7,X,3684,1.97
Fairmont ,http://quickfacts.census.gov/qfd/states/27/2720330.html,Martin County,Minnesota,city,F,2.17,2.8,21.4,0.5,109700,F,25.1,4759,95.6,1028,85.6,F,10666,20330,870,11.1,6.3,1.1,22.2,D,-1.8,709,536584,18.9,F,67.7,218248,Z,F,86.9,5251,-2.2,5.3,21355,0.3,6.7,10472,10434,26065,0.7,21,12.4,92.9,41725,52.5,10666,22076,15.04
Calabasas ,http://quickfacts.census.gov/qfd/states/06/0609598.html,Los Angeles County,California,city,F,2.74,23.9,25.3,1.6,885000,F,21.4,8494,83.9,1007,97.5,S,23058,9598,4517,6.2,4.9,4,12.6,278253,1.8,1787.3,822741,S,S,73.9,887694,Z,S,88.5,8878,2.9,6.4,40427,0.2,25.9,23890,24153,67486,8.6,62.3,30.9,79.5,119624,51.7,23462,61935,12.9
Plymouth ,http://quickfacts.census.gov/qfd/states/26/2665060.html,Wayne County,Michigan,city,F,2.12,4.5,21.5,1.6,194400,F,39.3,4217,94.2,595,94.3,F,9132,65060,1798,5.5,6.7,1.4,14,375263,-1.2,4130.3,477397,18.5,F,60.8,214890,Z,S,84.4,4652,-2,1.8,24691,0.3,5.9,9020,8952,38663,2.2,51.6,23.3,92.7,63875,52,9132,42225,2.21
Paris ,http://quickfacts.census.gov/qfd/states/47/4756720.html,Henry County,Tennessee,city,F,2.24,1.8,22.9,19.2,78900,F,21,4321,77,912,76.8,F,10156,56720,922,29.4,7.5,2.3,21.2,D,0.3,781.7,127267,S,S,60.4,363855,Z,S,72,5058,0.1,1.6,36992,0.3,2.9,10190,10166,17811,0.6,15,14.1,76,26371,54.5,10156,25073,12.99
Ypsilanti ,http://quickfacts.census.gov/qfd/states/26/2689140.html,Washtenaw County,Michigan,city,F,2.07,7,14.1,29.2,131800,F,59.8,7678,61.5,992,88.1,F,19435,89140,1084,28.8,4.9,4.3,8.3,D,1.3,4489.5,70884,S,S,34.9,110213,Z,20.8,56.8,9271,1.9,3.9,5115,0.6,9.5,19695,19809,20828,3.4,34.9,20.6,59.4,32996,50.3,19435,27044,4.33
Eagle ,http://quickfacts.census.gov/qfd/states/08/0822200.html,Eagle County,Colorado,town,F,2.96,15.2,31.7,0.4,449400,F,21.5,2127,87.3,220,90.4,F,6508,22200,F,7.4,10.4,2.6,4.1,0,-0.4,1418.2,0,F,F,70.2,0,Z,F,86.1,2416,0.2,22.3,NA,0.8,23.7,6484,6522,30900,0.8,49.2,21.7,75.3,76457,48.9,6508,0,4.59
Brazil ,http://quickfacts.census.gov/qfd/states/18/1807174.html,Clay County,Indiana,city,F,2.53,1.1,26,0.6,72700,F,13.6,3003,97.1,500,76.6,F,7912,7174,589,28.1,7.3,1,14.4,0,1.2,2613.8,8222,S,F,62.9,145840,Z,F,82.5,3583,1.2,1.6,17884,0.1,1.1,8167,8171,16743,0.5,9.6,23.1,96.2,31725,52,8071,13233,3.03
Graham ,http://quickfacts.census.gov/qfd/states/48/4830392.html,Young County,Texas,city,S,2.65,10.1,25.8,1.2,92300,F,14.5,3260,88.2,550,75.9,S,8903,30392,1367,14.7,7.5,1.9,17.5,0,-1.2,1592.1,47700,18.8,F,58.4,151379,Z,F,87.2,3890,-0.7,20.5,17759,0.9,19.4,8799,8846,26758,0.5,14,16.1,76.6,39454,52,8908,12976,5.59
Shenandoah ,http://quickfacts.census.gov/qfd/states/19/1972525.html,Fremont County,Iowa,city,F,2.22,4.2,22.4,0.3,72800,F,16.2,2261,96.4,582,88.6,F,5150,72525,533,16.5,6.3,1.5,23,354599,-1.1,1374.4,D,22.3,F,69.1,103617,0,F,88.2,2611,-1.6,4,20604,0.2,4.5,5091,5070,23467,0.5,19.5,17.1,93.9,36659,53.4,5150,10070,3.75
Meriden ,http://quickfacts.census.gov/qfd/states/09/0946450.html,New Haven County,Connecticut,city,S,2.51,10.2,23.9,9.7,198200,F,46.3,23787,73.5,3861,82.9,13.6,60868,46450,3848,14.5,6.7,3.5,12.9,652584,-0.4,2558.2,169234,30.4,2.7,62.4,828604,0.1,6.5,85.3,25892,-0.7,28.9,14029,0.5,29.6,60625,60456,26761,2.1,19.8,22.1,58.8,53831,51.6,60868,72492,23.79
Franklin ,http://quickfacts.census.gov/qfd/states/51/5129600.html,Franklin city,Virginia,city,F,2.38,2.2,23.8,56.9,195400,F,31,3532,39.4,750,78.4,F,8582,29600,597,23.2,7.4,1.9,17.2,0,-0.8,1045.8,25481,42.2,F,42.9,186278,Z,S,79.3,3901,0.7,1.6,21041,0.3,1.9,8510,8638,18883,0.7,20.8,23.3,38.8,33447,55.5,8582,22572,8.21
Tacoma ,http://quickfacts.census.gov/qfd/states/53/5370000.html,Pierce County,Washington,city,1.7,2.46,13.5,23,11.2,230100,S,35,78447,64.9,19511,88,3.1,198397,70000,14355,17.6,7,8.1,11.3,2257254,2,3990.2,2055187,30.1,10.9,52.8,3064885,1.2,S,79,85786,2.5,11.3,15713,1.8,19,202308,203446,25990,8.2,24.7,25.4,60.5,50439,50.6,198397,380692,49.72
Lucerne Valley ,http://quickfacts.census.gov/qfd/states/06/0644420.html,San Bernardino County,California,CDP,F,3.04,10,24.5,2.9,98400,F,4.6,1942,77.6,783,84.1,F,5811,44420,F,18.4,5.4,4.5,16.2,0,X,55,0,F,F,80.6,0,0,F,92.8,2949,X,24.9,NA,1.8,14.2,X,X,14994,1.5,10.1,51.7,66.8,30142,48.5,X,0,105.59
Willoughby ,http://quickfacts.census.gov/qfd/states/39/3985484.html,Lake County,Ohio,city,F,2.14,7.1,19.1,3.1,149000,F,33.8,10295,93.6,1721,93.4,S,22268,85484,2522,8.5,4.8,1.5,19.1,695329,0.4,2172.7,736563,22.6,F,62.8,558050,Z,F,86.4,11387,0.9,1.3,24752,0.1,8.1,22355,22458,29811,1.5,27.6,21.6,92.7,52701,53.2,22268,68358,10.25
Claiborne ,http://quickfacts.census.gov/qfd/states/22/2215605.html,Ouachita Parish,Louisiana,CDP,F,2.73,1.3,26.7,3,134400,F,17,4469,93.2,983,88.2,F,11507,15605,1187,8.9,7.1,1.1,12.1,0,X,1155.7,10687,38.2,F,70.2,42665,Z,F,85,4890,X,2.8,NA,0.4,1.5,X,X,23735,1.4,29.4,20,91.5,55313,52.3,X,8751,9.96
Northport ,http://quickfacts.census.gov/qfd/states/01/0155200.html,Tuscaloosa County,Alabama,city,F,2.65,3.4,23.4,26.9,162800,F,23.9,8635,68.4,1379,87.1,F,23330,55200,2083,12.7,7.6,1.1,14,0,3.3,1392.7,171922,31.7,F,68.1,437195,0.3,S,82.5,10256,4.9,4.1,19136,0.3,5.8,24120,24497,23529,1.1,31.8,18,66.8,51628,53.5,23353,52825,16.75
Panama City Beach ,http://quickfacts.census.gov/qfd/states/12/1254725.html,Bay County,Florida,city,F,2.21,7.6,18,2.3,225400,F,72.2,5269,89.5,1140,92.2,S,12018,54725,1710,10.8,4.6,3.1,15.5,0,2.4,653.3,52834,S,F,53,306601,Z,F,78,17141,4.4,5.8,21447,0.6,7.2,11827,12064,29011,2.7,25.2,16.2,86,50047,50.1,11554,192729,18.4
Chelsea ,http://quickfacts.census.gov/qfd/states/01/0114104.html,Shelby County,Alabama,city,F,2.81,5,29.4,5.7,212700,F,0.3,3579,89.5,821,93.6,F,10183,14104,F,3.3,9.6,1.3,8,0,4.3,477.1,0,F,F,89.9,0,0.1,F,89.8,3906,8.2,3.2,NA,0.3,6.9,10866,11277,32864,2,42.5,35.5,87.6,83574,51.2,10420,0,21.34
Franklin ,http://quickfacts.census.gov/qfd/states/33/3327380.html,Merrimack County,New Hampshire,city,F,2.46,3.7,22.3,0.5,172400,F,34.7,3374,96.2,770,84.3,F,8477,27380,703,19.7,6,1.7,15.1,221159,-0.2,310.8,4591,S,F,60,83273,Z,F,86.5,3938,-0.5,1.6,9493,0.5,4.5,8462,8438,20828,0.8,15.6,23.1,95.2,43856,52.2,8477,3788,27.28
North Gates ,http://quickfacts.census.gov/qfd/states/36/3652040.html,Monroe County,New York,CDP,F,2.35,9.8,19.5,10.3,106300,F,33.5,4218,80.8,634,84.4,F,9512,52040,F,13,5,2.6,18.1,0,X,3573.3,0,F,F,59.5,0,Z,F,82.3,4467,X,6.6,NA,0.3,15.5,X,X,21658,4.4,19.2,18,77,39147,52.4,X,0,2.66
Hugo ,http://quickfacts.census.gov/qfd/states/27/2730392.html,Washington County,Minnesota,city,F,2.67,2.3,27.9,0.8,228900,F,4.7,4936,92.9,845,96.8,F,13332,30392,868,4.3,8.8,2,7.8,133860,3.7,398.6,25496,36.2,S,90,44945,Z,F,88.3,5189,5.6,2.4,3589,0.3,6,13828,14082,33544,3.5,34.9,30,91.4,79368,50.8,13336,4577,33.45
Chubbuck ,http://quickfacts.census.gov/qfd/states/16/1614680.html,Bannock County,Idaho,city,F,2.96,2.6,33.5,0.4,160600,F,21.2,4649,90.5,709,94.7,F,13922,14680,1025,11.7,10.9,3,10,0,1.3,3322.7,10305,25.2,F,75.9,285425,0.3,F,84,4961,1.2,7.5,24680,2.4,3.4,14140,14125,19248,1.1,23.4,19.7,86.8,47108,51.4,13954,21122,4.19
Mount Arlington ,http://quickfacts.census.gov/qfd/states/34/3448690.html,Morris County,New Jersey,borough,F,2.06,8.6,17.9,2.3,327900,F,44.6,2476,90.4,489,94.6,S,5050,48690,431,3.6,4.7,2,20.4,0,1.9,2325,35991,19.3,F,77.2,7669,Z,F,93.1,2545,2.2,8.2,1353,0.2,11.2,5147,5162,43568,3.6,40.1,33.9,84.5,78716,53.9,5050,11955,2.17
Cape Girardeau ,http://quickfacts.census.gov/qfd/states/29/2911242.html,Cape Girardeau County,Missouri,city,F,2.33,3.6,19.3,12.8,128300,F,31.6,14854,81.1,2931,86.8,F,37941,11242,3682,23.5,6.1,2.4,14.7,2605444,1.6,1334.6,1625483,25.5,F,56.5,1018238,Z,S,73.6,16760,2.3,2.8,27476,0.2,5.3,38568,38816,22308,1.9,31.6,13.8,80.2,39565,52.6,37943,119675,28.43
Adrian ,http://quickfacts.census.gov/qfd/states/26/2600440.html,Lenawee County,Michigan,city,F,2.38,3.6,23,4.4,81700,F,34.5,7826,84.1,1463,81.7,S,21133,440,1591,32.7,7,4,14.2,677042,-1.3,2657.2,129593,28,S,55.9,359020,Z,S,71.6,8977,-1.6,18.8,16591,0.6,10,20912,20861,16418,0.9,20.3,16.1,73.6,31020,52.2,21193,49539,7.95
Flossmoor ,http://quickfacts.census.gov/qfd/states/17/1726571.html,Cook County,Illinois,village,F,2.7,8.5,25.8,47.8,270800,F,6.5,3460,46.4,837,98.8,S,9464,26571,1026,1.6,3.7,2.3,15.7,0,0.5,2587.2,D,43.2,F,96.4,11478,Z,41.4,91.1,3677,0.7,3.2,1244,0.1,7.5,9511,9526,53616,2.5,64.6,37.4,44.7,106250,52.7,9464,9762,3.66
Wynne ,http://quickfacts.census.gov/qfd/states/05/0577090.html,Cross County,Arkansas,city,F,2.67,1.4,26.3,31.4,82800,F,18.5,3031,65.7,613,83.6,F,8367,77090,843,16.5,6.8,1.2,15.6,D,-0.2,944,110872,32.6,F,54.8,157295,0,F,80.7,3643,-0.9,1.9,18897,0.2,2.2,8348,8295,18017,0.9,14.2,23.5,64.6,41275,53.8,8367,10587,8.86
Monticello ,http://quickfacts.census.gov/qfd/states/17/1750244.html,Piatt County,Illinois,city,F,2.39,2,24.1,0.5,151200,F,10.9,2161,97.6,531,93.3,F,5548,50244,570,3.2,5.6,1.1,18.9,0,-1.5,1459.2,D,28.6,F,81.4,93858,Z,F,92.4,2492,-0.6,0.9,17729,0.1,1.8,5467,5516,33889,0.6,35.3,22,97,64269,52.4,5548,8444,3.8
Mundelein ,http://quickfacts.census.gov/qfd/states/17/1751349.html,Lake County,Illinois,village,F,2.93,29.3,26.9,1.5,241600,F,16.7,10683,72.3,1347,85.6,S,31064,51349,2920,5.4,7.5,2.6,8.5,569514,0.5,3247.7,791138,23.9,S,79.5,305319,Z,S,89.5,10992,1.1,30.1,9453,0.7,42.8,31205,31395,35422,8.8,40.5,29.4,58.3,80082,49.3,31064,48135,9.57
Moab ,http://quickfacts.census.gov/qfd/states/49/4950700.html,Grand County,Utah,city,F,2.36,8.8,24,0.4,222700,F,16.9,2083,85.3,465,86.6,F,5046,50700,F,17.6,7.2,1.9,13,0,1.2,1220.9,0,F,F,56.7,0,0.1,F,79.6,2366,1.2,12.8,NA,5.9,14.1,5131,5130,21484,0.9,25,9.6,78.8,38820,50.5,5071,0,4.13
East Grand Forks ,http://quickfacts.census.gov/qfd/states/27/2717612.html,Polk County,Minnesota,city,F,2.42,1.1,25.8,1.3,152700,F,29.5,3462,91.1,730,89,F,8601,17612,706,9.8,8,2.9,13.3,D,-0.4,1455.6,50436,22.9,F,64.4,85273,Z,F,85.2,3626,Z,6.5,10999,1.8,5.6,8564,8602,25226,0.6,26.5,14.4,88,52615,50.8,8601,16926,5.91
Jefferson Valley-Yorktown ,http://quickfacts.census.gov/qfd/states/36/3638500.html,Westchester County,New York,CDP,F,2.75,11.3,24.5,2.6,426000,F,21.9,5265,89.2,804,93,F,14142,38500,F,1.6,5.2,1.8,18.5,0,X,2041.9,0,F,F,91.9,0,Z,F,93.1,5461,X,8.2,NA,0.2,13,X,X,41736,4.3,42.2,34.4,83.9,91918,52.3,X,0,6.93
Layton ,http://quickfacts.census.gov/qfd/states/49/4943660.html,Davis County,Utah,city,F,3.1,5.7,33.5,1.7,206600,0.5,17.9,21712,87.3,5814,94.7,S,67311,43660,5731,9.4,9.9,3.2,7.1,332024,1.9,3059.5,188870,23.3,2.2,75,1225313,0.5,0.5,84.1,22356,5.2,11.2,19023,0.5,11.9,68603,70790,24826,2.1,32,23.8,82,64923,49.9,67296,112944,22
Plymouth ,http://quickfacts.census.gov/qfd/states/55/5563700.html,Sheboygan County,Wisconsin,city,F,2.2,3.5,24.2,0.4,151000,F,39.5,3791,96.2,722,90.1,F,8445,63700,592,11,6.9,1.4,17.3,1459099,-0.6,1605.2,89104,18.2,F,59,126329,0,F,83,4039,-0.6,2.4,15305,0.4,5.8,8398,8391,26507,0.7,27.7,18.2,95.1,44679,52.4,8445,11758,5.26
Rhinelander ,http://quickfacts.census.gov/qfd/states/55/5567200.html,Oneida County,Wisconsin,city,F,2.06,1.1,21.2,1,88500,F,37.1,3516,95.2,817,88.4,F,7798,67200,966,19.4,6.3,1.6,19.1,347955,-2,935.1,73493,21.4,F,57.6,628715,Z,F,76.3,3981,-3.1,1.3,82003,1.2,2.6,7643,7557,21033,0.7,12.3,10.9,94.4,32419,53,7798,25829,8.34
Hammond ,http://quickfacts.census.gov/qfd/states/22/2232755.html,Tangipahoa Parish,Louisiana,city,F,2.53,4.5,21.3,47.5,148300,F,34.8,7125,48.6,1126,76.5,F,20019,32755,2926,30.5,6.8,1.1,11.6,D,0.9,1428.5,453338,24.8,2.4,48.6,845312,0.1,20.6,77.2,8059,1.6,3.3,42909,0.2,8.3,20203,20337,21304,1.5,28.2,21.8,46.6,31406,53.8,20015,102822,14.01
Hollywood ,http://quickfacts.census.gov/qfd/states/12/1232000.html,Broward County,Florida,city,S,2.5,33.2,20.3,16.7,194000,F,50.1,56265,72.7,7176,86.2,24.6,140768,32000,21022,14.5,5.9,3.2,15.1,401250,3.2,5143.9,1278585,30.4,3,62.4,1781695,0.1,10.3,83.5,71070,4.1,32.6,12602,0.4,43.1,145275,146526,26546,2.4,27.3,27.8,47.5,45942,51,140769,395055,27.37
Milliken ,http://quickfacts.census.gov/qfd/states/08/0850480.html,Weld County,Colorado,town,S,3.06,4.3,32.7,0.4,171400,F,3.5,1813,82.1,311,85.1,S,5610,50480,590,3.8,9.6,2.9,6.8,0,3.2,478.3,14023,S,F,77.7,8489,0,F,86.8,1978,5.6,28.1,1420,0.5,9.7,5790,5927,26157,0.9,20.2,36.7,69.3,68228,50.2,5612,D,11.73
Johnstown ,http://quickfacts.census.gov/qfd/states/36/3638781.html,Fulton County,New York,city,F,2.17,3.6,22.2,1,102300,F,49.8,3827,95.4,661,86,F,8743,38781,850,13.6,5.7,1.6,18.3,312117,-0.8,1793.4,365866,23.6,F,53.7,258767,Z,F,82.3,4047,-2.1,2.4,30580,0.1,2.3,8590,8479,23986,1.3,16.1,19.1,93.9,40661,52.8,8657,17504,4.88
Silver Hill ,http://quickfacts.census.gov/qfd/states/24/2472350.html,Prince George's County,Maryland,CDP,F,2.37,3.2,23.4,91.5,208600,F,63.6,2454,3.9,290,89.3,F,5950,72350,F,9.4,7.1,2.3,11.6,0,X,4440.3,0,F,F,34.9,0,Z,F,83.6,2714,X,3.7,NA,0.3,3.7,X,X,25673,0.7,15,36.5,2.8,56822,56.7,X,0,1.34
New Port Richey ,http://quickfacts.census.gov/qfd/states/12/1248500.html,Pasco County,Florida,city,F,2.24,7.4,17.9,3,88900,F,36.3,6524,88.9,1855,84.2,S,14911,48500,2391,23.4,5.2,2.7,23.9,D,0.4,3290.2,56383,S,S,56.4,276039,Z,S,81.2,8693,1.2,11.2,15931,0.5,11.7,14961,15087,19521,1.4,10,25.3,82.4,28763,51.9,14903,35632,4.53
Economy ,http://quickfacts.census.gov/qfd/states/42/4222264.html,Beaver County,Pennsylvania,borough,F,2.56,2.1,18.7,0.6,162100,F,0.8,3516,98.2,975,92.6,F,8970,22264,759,7.4,4.9,0.6,16.9,0,1.2,501.6,D,S,F,94.4,12119,Z,F,93.6,3797,3.2,0.8,1331,0.1,3.2,9082,9256,32559,0.4,28.6,29.4,97.5,72416,50.4,8972,679,17.88
Scottsdale ,http://quickfacts.census.gov/qfd/states/04/0465000.html,Maricopa County,Arizona,city,0.4,2.18,11.1,17.8,1.7,396700,F,30.5,100047,89.3,18040,95.9,3,217385,65000,37104,8.3,4.2,2.3,20,4806562,2.8,1182,3445500,24.5,2.1,69.4,6645363,0.1,0.6,82.8,124001,4.4,8.8,28447,0.8,14.7,223473,226918,50525,3.3,52.7,22.3,83.7,72163,51.7,217355,1314297,183.92
Raritan ,http://quickfacts.census.gov/qfd/states/34/3461980.html,Somerset County,New Jersey,borough,F,2.58,23.9,23.1,2.1,343000,F,41.8,2696,76.4,268,90.5,F,6881,61980,655,10,5.1,2.5,13.6,D,0.8,3452.6,12649,22,S,62.3,132998,Z,F,90.2,2847,12,16.4,19250,0.2,34.2,6935,7706,37643,14.3,30.4,28.4,65.5,69167,51,6881,22483,1.99
Mira Monte ,http://quickfacts.census.gov/qfd/states/06/0648046.html,Ventura County,California,CDP,S,2.47,8.8,19.4,0.6,459600,F,6.4,2982,87.4,496,90.5,S,6854,48046,588,10.7,3.7,3.3,21.1,0,X,1499.8,D,S,S,77.2,18257,Z,F,83.2,3009,X,18.3,NA,0.9,10.4,X,X,35164,1.9,27.3,27.5,76.5,70846,51.8,X,7425,4.57
Shafter ,http://quickfacts.census.gov/qfd/states/06/0671106.html,Kern County,California,city,S,3.64,29.8,36,1.3,141100,F,17.2,4490,48,363,57,52.4,16988,71106,1029,19,10.2,3.8,6.6,D,0.6,607.9,143114,41.6,S,53.9,72824,0.1,F,79.5,4521,1.2,80.3,4739,1.2,72.1,17092,17197,14400,0.7,6.1,23.7,17,40731,48.6,16988,7422,27.95
Hinesville ,http://quickfacts.census.gov/qfd/states/13/1338964.html,Liberty County,Georgia,city,F,2.66,8.7,30.6,47.4,126300,F,25.6,12691,40,6231,90.9,3.7,33437,38964,1810,17.2,10.3,5.3,5.3,0,4.1,1641.3,D,38.2,S,50.8,379761,0.8,46.5,75.7,14653,2.4,11.5,12654,0.5,15.6,34802,34227,20534,2.6,19.6,18.8,35,44596,52.7,33439,50177,20.37
Eden ,http://quickfacts.census.gov/qfd/states/37/3720080.html,Rockingham County,North Carolina,city,F,2.31,2.8,22.9,23.8,80700,F,17.8,6547,71.2,1351,75.6,F,15527,20080,1079,23.6,6.2,1.9,18.1,D,-1,1152.7,D,18.7,S,58.1,209468,0.2,S,85.5,7796,-1.4,4.8,13680,0.4,3.8,15544,15488,17183,0.7,10,22.7,68.7,29934,54.3,15704,29920,13.47
Inverness ,http://quickfacts.census.gov/qfd/states/12/1233950.html,Citrus County,Florida,city,F,2.02,4.8,16.5,5.9,86100,F,23.4,3393,88.2,1013,82.2,S,7210,33950,1154,20.1,4.5,2.2,35.8,0,-1.1,948.6,D,S,S,71.6,277611,0.1,F,80.8,3974,-1.2,6.5,38562,0.4,4.9,7196,7194,19222,1.7,15.7,22.3,83.7,28864,55.8,7279,29229,7.6
Roswell ,http://quickfacts.census.gov/qfd/states/35/3564930.html,Chaves County,New Mexico,city,S,2.6,12.1,28.3,2.5,90100,F,14.8,17809,69.9,3894,79.6,20.6,48366,64930,3264,22.3,8.4,3.4,14.5,D,0.2,1619.9,237615,24.8,1.8,64.2,788265,0.1,F,79.7,19743,0.4,53.4,17285,1.2,36.8,48504,48611,19431,0.7,18,15.7,42,36583,51.3,48411,88922,29.86
Toms River ,http://quickfacts.census.gov/qfd/states/34/3473110.html,Ocean County,New Jersey,CDP,F,2.61,9.2,21.7,2.8,302500,F,11.7,33505,89.7,7286,91,F,88791,73110,F,6.8,5.1,1.7,16.7,0,X,2279.8,0,F,F,82.6,0,Z,F,91.5,36605,X,8,NA,0.2,14.5,X,X,34167,3.7,28.9,30,84.4,72465,52,X,0,38.95
Livonia ,http://quickfacts.census.gov/qfd/states/26/2649000.html,Wayne County,Michigan,city,S,2.56,6.8,20.8,3.4,160200,F,10.1,37151,92,7326,92.6,2.2,96942,49000,10063,6.1,4.5,1.4,17.7,3195940,-1.1,2715.8,4355047,24.5,2.6,86.3,2683669,Z,S,91.5,40401,-1.8,2.5,28703,0.2,9,95848,95208,32025,2.5,34.5,23.5,90.1,69009,51.7,96942,246210,35.7
Sun Valley ,http://quickfacts.census.gov/qfd/states/32/3271600.html,Washoe County,Nevada,CDP,S,3.01,18,28.6,1.4,116300,S,4.8,6150,71.3,1834,77.3,S,19299,71600,S,18.8,7.6,3.8,10,0,X,1295.2,0,S,S,74.1,42863,0.6,S,85.8,6648,X,36.4,NA,1.8,29.9,X,X,17754,2,7.8,24.3,56.5,44778,49.2,X,4646,14.9
Orchard Homes ,http://quickfacts.census.gov/qfd/states/30/3055675.html,Missoula County,Montana,CDP,F,2.59,3.1,20.9,0.2,255000,F,18.1,2085,93.1,595,96.9,F,5197,55675,294,12.9,5.9,2.4,14.9,0,X,866.3,0,S,F,61.8,5899,0.1,F,81.7,2204,X,2.2,NA,2,2.9,X,X,25536,1.8,37.9,14.9,91.7,52589,50.4,X,D,6
South Plainfield ,http://quickfacts.census.gov/qfd/states/34/3469390.html,Middlesex County,New Jersey,borough,F,2.9,22,23,10.1,334800,F,14.7,7972,66.7,1415,89.5,13.1,23385,69390,2784,4.2,5.6,3.3,13.5,1324143,1.1,2808.3,1470839,18.6,12.7,84.8,494515,Z,7,92.3,8093,1.7,13.2,22035,0.4,28.8,23644,23784,36200,14.7,33.9,30.1,59.2,91267,51.4,23385,61368,8.33
Grosse Pointe Farms ,http://quickfacts.census.gov/qfd/states/26/2635520.html,Wayne County,Michigan,city,F,2.52,4.3,25.8,1.8,267500,F,1.3,3734,95.4,508,99.2,F,9479,35520,1664,5.1,5.4,1,17.5,0,-1.1,3446.9,12644,S,S,97.6,44355,Z,F,92,3952,-1.8,2,5019,0.2,6.2,9371,9310,56601,1.3,71,24.7,93.9,103517,51.2,9479,10056,2.75
Woodfield ,http://quickfacts.census.gov/qfd/states/45/4578820.html,Richland County,South Carolina,CDP,F,2.77,24.2,24.3,51.4,99000,F,29.8,3620,30.9,1159,83.6,F,9303,78820,318,15.9,7.4,3.8,13.2,0,X,3391.5,0,S,F,55.7,31537,0.3,31.8,83,3983,X,19.3,NA,0.7,28.9,X,X,19142,3.1,16.3,18.5,24.1,44974,53.5,X,D,2.74
Manchester ,http://quickfacts.census.gov/qfd/states/51/5148996.html,Chesterfield County,Virginia,CDP,F,2.6,12.4,23.8,31.8,194000,F,29.5,4313,54.8,976,88.3,F,10804,48996,F,10.5,6.1,3.2,12.4,0,X,1820.4,0,F,F,66.2,0,0.1,F,83.8,4821,X,13.3,NA,0.6,15.1,X,X,26370,2.9,30.7,23.3,49.9,54237,51.4,X,0,5.94
Johnson Lane ,http://quickfacts.census.gov/qfd/states/32/3237190.html,Douglas County,Nevada,CDP,F,2.65,3,21.2,0.3,371500,F,1.1,2498,93.8,762,97.3,F,6490,37190,F,1.9,4.5,2.4,20.8,0,X,296.7,0,F,F,89,0,Z,F,92.6,2643,X,6.5,NA,0.8,4,X,X,37373,1.2,30.2,24.5,89.3,75333,50.3,X,0,21.87
